session_id,wpm,accuracy,error_rate,backspace_count,pause_time_ms,session_duration_min,words_typed,typing_style
2631,76.8,88.5,13.8,21,311,31.7,39,Balanced Typist
2632,80.7,92.6,11.5,9,463,18.6,26,Balanced Typist
2633,64.0,90.0,13.1,26,273,17.3,19,Balanced Typist
2634,86.9,90.7,10.8,11,283,19.2,30,Balanced Typist
2635,78.9,90.2,13.1,19,282,26.4,32,Balanced Typist
2636,57.0,81.9,24.2,44,651,29.6,26,Inconsistent Typist
2637,95.6,98.2,1.5,8,318,36.0,57,Fast Typist
2638,72.2,95.3,4.5,22,630,17.2,19,Balanced Typist
2639,105.7,94.4,6.8,0,294,19.4,33,Fast Typist
2640,55.3,84.4,18.1,10,395,10.2,9,Inconsistent Typist
2641,79.4,87.3,13.3,24,341,12.6,17,Balanced Typist
2642,78.1,95.3,6.2,13,527,6.6,9,Balanced Typist
2643,81.5,88.2,13.2,16,356,35.0,45,Balanced Typist
2644,79.2,81.1,23.6,49,355,21.8,28,Inconsistent Typist
2645,82.1,90.8,9.1,23,367,23.3,34,Balanced Typist
2646,112.1,94.1,7.5,3,248,22.1,39,Fast Typist
2647,89.4,95.6,4.8,5,213,15.1,21,Fast Typist
2648,60.2,81.2,26.5,27,777,23.1,25,Inconsistent Typist
2649,85.5,92.6,9.0,10,256,3.0,4,Fast Typist
2650,76.4,96.3,5.2,21,464,34.0,42,Balanced Typist
2651,59.7,80.5,22.5,16,731,20.9,21,Inconsistent Typist
2652,98.8,92.7,7.3,11,377,11.6,20,Fast Typist
2653,69.0,99.5,4.3,15,346,35.5,43,Balanced Typist
2654,106.8,92.3,9.8,9,405,16.0,30,Fast Typist
2655,53.5,97.9,6.6,13,434,19.9,18,Balanced Typist
2656,61.3,87.9,14.1,11,545,6.7,7,Balanced Typist
2657,66.9,95.1,6.4,7,347,8.3,9,Balanced Typist
2658,20.0,90.2,16.2,28,735,19.5,7,Inconsistent Typist
2659,61.5,97.4,2.1,7,835,31.8,31,Careful Typist
2660,61.8,100.0,0.0,10,951,28.6,31,Careful Typist
2661,68.9,88.7,21.8,31,801,16.4,18,Inconsistent Typist
2662,58.8,98.0,3.8,12,768,24.9,23,Careful Typist
2663,71.3,88.3,13.9,18,541,16.4,20,Balanced Typist
2664,107.4,96.1,5.2,7,341,11.5,21,Fast Typist
2665,74.4,90.9,11.0,9,482,18.3,23,Balanced Typist
2666,107.4,93.2,11.9,22,805,2.0,4,Inconsistent Typist
2667,44.1,98.7,1.8,13,926,20.1,14,Careful Typist
2668,101.5,96.8,3.8,3,409,16.8,28,Fast Typist
2669,88.0,91.8,9.7,3,176,15.7,24,Fast Typist
2670,98.2,90.6,9.2,0,130,7.3,11,Fast Typist
2671,72.7,97.0,10.5,4,1006,4.3,5,Inconsistent Typist
2672,94.3,88.5,13.5,25,390,24.7,37,Balanced Typist
2673,79.1,90.2,12.2,19,231,13.2,18,Balanced Typist
2674,26.7,76.5,30.0,39,665,15.4,7,Inconsistent Typist
2675,75.9,87.1,14.5,5,507,20.5,25,Balanced Typist
2676,75.0,85.5,14.1,14,351,13.4,16,Balanced Typist
2677,77.3,86.0,15.8,11,541,14.5,18,Balanced Typist
2678,109.0,93.6,7.5,9,301,6.6,11,Fast Typist
2679,80.6,94.7,6.1,14,134,16.9,23,Balanced Typist
2680,71.5,92.4,8.1,18,177,21.1,27,Balanced Typist
2681,36.9,89.3,14.8,21,691,18.2,11,Inconsistent Typist
2682,108.0,93.8,7.2,4,261,24.9,47,Fast Typist
2683,61.1,96.0,4.8,12,1205,42.8,43,Careful Typist
2684,62.4,97.2,3.5,9,683,5.0,5,Careful Typist
2685,107.6,95.7,8.5,7,284,9.0,16,Fast Typist
2686,52.9,92.8,11.0,16,319,11.2,10,Balanced Typist
2687,60.0,75.9,30.0,40,205,15.3,14,Inconsistent Typist
2688,103.8,95.2,5.3,3,72,11.5,20,Fast Typist
2689,68.5,97.9,2.7,13,986,5.0,5,Careful Typist
2690,70.1,83.3,24.5,50,717,12.7,15,Inconsistent Typist
2691,88.4,88.0,11.7,26,692,12.7,17,Inconsistent Typist
2692,40.9,97.6,5.1,3,877,19.5,14,Careful Typist
2693,50.1,97.9,3.4,12,1134,27.1,24,Careful Typist
2694,32.0,95.6,5.3,9,809,26.4,14,Careful Typist
2695,28.2,75.4,28.7,46,1052,26.0,13,Inconsistent Typist
2696,89.4,92.3,11.1,16,278,25.0,40,Balanced Typist
2697,56.7,98.6,2.9,13,642,32.0,32,Careful Typist
2698,55.5,76.6,21.6,33,402,18.6,16,Inconsistent Typist
2699,77.9,97.3,6.3,17,555,26.8,36,Balanced Typist
2700,60.8,97.6,1.9,11,847,7.1,7,Careful Typist
2701,45.7,97.0,4.8,13,380,16.1,11,Careful Typist
2702,44.0,97.6,2.5,10,958,26.0,20,Careful Typist
2703,67.4,80.7,27.6,20,871,19.9,22,Inconsistent Typist
2704,60.9,70.0,30.0,36,441,33.6,32,Inconsistent Typist
2705,83.4,89.6,11.8,20,267,22.5,32,Balanced Typist
2706,63.1,92.7,10.5,19,573,21.8,24,Balanced Typist
2707,104.7,96.2,3.6,7,138,15.1,24,Fast Typist
2708,96.6,91.9,9.6,7,259,16.7,26,Fast Typist
2709,104.8,96.9,5.4,6,73,18.0,31,Fast Typist
2710,49.2,99.4,1.1,11,769,40.0,32,Careful Typist
2711,56.4,95.5,6.1,7,1110,27.5,28,Careful Typist
2712,96.7,93.7,9.1,8,283,11.4,20,Fast Typist
2713,80.9,93.5,7.9,20,427,10.8,14,Balanced Typist
2714,88.9,83.8,16.0,13,383,13.6,19,Balanced Typist
2715,73.3,98.7,2.0,11,730,10.1,12,Careful Typist
2716,54.5,97.2,4.4,5,1257,12.8,12,Careful Typist
2717,64.8,90.3,13.1,16,455,9.4,9,Balanced Typist
2718,98.2,94.4,5.8,8,133,12.7,21,Fast Typist
2719,65.8,88.3,14.3,24,358,23.2,26,Balanced Typist
2720,76.6,94.7,7.0,18,489,18.4,25,Balanced Typist
2721,70.5,91.7,8.8,9,536,18.4,23,Balanced Typist
2722,94.1,79.1,30.0,46,681,2.0,3,Inconsistent Typist
2723,120.0,96.7,5.1,5,289,14.1,27,Fast Typist
2724,77.0,93.8,9.5,14,389,23.9,32,Balanced Typist
2725,95.4,92.7,8.0,21,164,22.7,35,Balanced Typist
2726,71.5,98.2,1.9,18,411,16.2,18,Balanced Typist
2727,106.0,94.6,6.2,5,293,10.4,18,Fast Typist
2728,84.9,91.1,11.1,21,441,21.6,29,Balanced Typist
2729,71.3,92.5,10.4,15,388,17.7,21,Balanced Typist
2730,55.9,76.9,29.9,55,1270,16.3,16,Inconsistent Typist
2731,54.7,89.3,16.3,32,855,11.6,11,Inconsistent Typist
2732,98.7,92.1,9.7,13,309,17.8,30,Fast Typist
2733,67.4,90.3,13.0,20,508,17.3,18,Balanced Typist
2734,86.3,97.0,8.1,25,841,29.3,40,Inconsistent Typist
2735,63.4,97.2,2.0,7,999,14.4,14,Careful Typist
2736,63.3,87.4,16.9,42,646,28.6,30,Inconsistent Typist
2737,63.9,96.5,3.7,7,855,31.6,36,Careful Typist
2738,79.4,94.7,10.3,43,737,2.0,3,Inconsistent Typist
2739,70.2,92.0,8.6,18,494,24.6,29,Balanced Typist
2740,93.8,84.0,23.4,31,358,2.0,3,Inconsistent Typist
2741,63.3,89.5,14.0,13,457,4.0,4,Balanced Typist
2742,77.0,83.8,16.0,14,254,18.6,24,Balanced Typist
2743,35.4,97.1,2.7,9,1046,38.4,24,Careful Typist
2744,36.9,91.0,10.7,37,230,20.0,13,Inconsistent Typist
2745,76.0,83.4,28.2,33,775,5.0,7,Inconsistent Typist
2746,50.1,93.7,8.0,11,740,38.9,32,Careful Typist
2747,93.6,95.5,5.5,8,293,3.0,5,Fast Typist
2748,63.0,96.7,4.2,13,1254,5.1,5,Careful Typist
2749,98.3,85.1,22.0,38,701,11.8,20,Inconsistent Typist
2750,51.3,99.6,1.9,12,1329,38.7,35,Careful Typist
2751,88.0,96.1,6.6,49,830,24.9,34,Inconsistent Typist
2752,100.5,95.5,5.6,10,315,13.6,22,Fast Typist
2753,62.7,87.5,18.4,14,669,32.6,36,Inconsistent Typist
2754,72.2,94.2,7.3,41,1049,9.8,12,Inconsistent Typist
2755,76.9,92.1,12.0,10,448,17.8,23,Balanced Typist
2756,61.6,81.6,26.2,47,1107,19.9,19,Inconsistent Typist
2757,73.2,89.4,12.8,14,569,24.2,31,Balanced Typist
2758,88.5,97.0,4.4,5,114,12.6,20,Fast Typist
2759,70.6,92.6,12.1,20,327,25.3,27,Balanced Typist
2760,100.1,88.6,12.0,6,283,19.0,33,Fast Typist
2761,82.9,90.4,10.9,20,454,6.8,10,Balanced Typist
2762,64.0,94.6,9.3,14,416,11.3,11,Balanced Typist
2763,60.7,87.0,14.8,24,575,12.2,12,Balanced Typist
2764,120.0,93.7,12.6,35,1305,18.9,38,Inconsistent Typist
2765,53.2,97.2,3.3,2,772,23.9,21,Careful Typist
2766,40.4,98.4,4.5,21,1015,27.6,19,Careful Typist
2767,53.5,96.2,4.1,11,525,33.1,31,Careful Typist
2768,83.6,70.0,30.0,45,852,13.9,18,Inconsistent Typist
2769,67.0,90.6,12.2,21,373,18.8,21,Balanced Typist
2770,57.7,92.5,10.5,23,523,13.0,12,Balanced Typist
2771,69.8,93.8,10.7,20,239,20.0,23,Balanced Typist
2772,104.3,97.7,3.6,8,213,15.0,27,Fast Typist
2773,71.4,93.1,8.0,22,120,19.5,22,Balanced Typist
2774,74.8,92.4,11.9,18,523,16.7,22,Balanced Typist
2775,72.3,94.1,8.5,17,573,16.0,19,Balanced Typist
2776,97.9,97.2,0.9,10,198,10.5,18,Fast Typist
2777,59.5,90.2,12.3,25,469,19.3,19,Balanced Typist
2778,68.4,79.0,29.2,49,769,19.4,22,Inconsistent Typist
2779,46.7,91.9,15.5,52,590,15.9,13,Inconsistent Typist
2780,114.4,97.5,3.2,13,164,14.5,26,Fast Typist
2781,49.7,97.4,2.3,2,1323,14.3,11,Careful Typist
2782,102.6,95.7,7.9,5,189,23.7,40,Fast Typist
2783,76.9,70.6,30.0,52,948,16.7,21,Inconsistent Typist
2784,71.9,91.4,16.1,30,748,12.8,16,Inconsistent Typist
2785,85.1,84.6,22.5,37,516,26.5,35,Inconsistent Typist
2786,70.3,89.9,11.1,14,605,21.4,25,Balanced Typist
2787,70.8,90.7,11.9,22,610,23.6,26,Balanced Typist
2788,71.3,94.0,4.9,12,1040,28.2,31,Careful Typist
2789,61.2,92.1,9.3,25,482,18.1,18,Balanced Typist
2790,62.4,88.8,14.9,19,453,35.4,38,Balanced Typist
2791,48.0,98.3,2.1,6,715,24.9,21,Careful Typist
2792,40.6,73.1,30.0,17,1063,31.6,20,Inconsistent Typist
2793,49.8,97.6,1.8,12,499,17.4,14,Careful Typist
2794,94.4,94.1,7.6,6,256,14.0,23,Fast Typist
2795,71.1,83.2,19.1,19,718,29.3,32,Inconsistent Typist
2796,98.0,92.9,9.1,3,50,14.0,22,Fast Typist
2797,64.5,83.6,19.2,27,881,33.4,36,Inconsistent Typist
2798,68.1,88.2,12.1,17,287,25.5,29,Balanced Typist
2799,63.3,97.0,5.6,42,631,11.9,13,Inconsistent Typist
2800,91.7,92.4,9.4,3,273,13.5,22,Fast Typist
2801,81.9,91.3,11.8,14,401,14.3,19,Balanced Typist
2802,67.1,93.2,6.8,9,1056,37.5,43,Careful Typist
2803,84.2,94.7,8.2,19,421,17.1,22,Balanced Typist
2804,106.6,92.9,9.2,11,199,13.0,24,Fast Typist
2805,20.0,88.8,16.1,17,545,18.3,6,Inconsistent Typist
2806,107.8,95.9,5.0,5,262,7.6,13,Fast Typist
2807,72.1,91.4,9.0,17,397,17.1,21,Balanced Typist
2808,90.4,93.9,7.5,14,141,3.3,5,Fast Typist
2809,69.4,83.3,24.1,8,1023,29.8,34,Inconsistent Typist
2810,83.6,96.3,6.1,12,452,15.6,21,Balanced Typist
2811,78.0,91.8,6.2,10,268,25.1,35,Fast Typist
2812,120.0,97.7,4.9,13,60,26.3,54,Fast Typist
2813,82.5,88.4,16.8,34,879,24.7,36,Inconsistent Typist
2814,97.2,78.8,23.2,20,1084,33.4,53,Inconsistent Typist
2815,59.7,99.0,3.0,15,817,24.1,24,Careful Typist
2816,93.5,93.6,10.0,2,330,16.7,28,Fast Typist
2817,60.9,98.5,2.9,7,559,29.2,31,Careful Typist
2818,63.5,93.1,9.0,16,389,21.4,21,Balanced Typist
2819,79.3,94.0,11.2,17,473,27.3,36,Balanced Typist
2820,110.0,94.5,8.8,35,878,36.9,64,Inconsistent Typist
2821,62.8,90.6,12.5,17,390,20.0,22,Balanced Typist
2822,59.0,95.6,4.1,8,792,5.0,5,Careful Typist
2823,48.0,92.0,13.4,38,660,20.0,17,Inconsistent Typist
2824,74.6,96.1,5.5,8,832,11.5,15,Careful Typist
2825,102.5,97.5,3.1,9,50,6.2,10,Fast Typist
2826,52.8,83.4,21.9,28,846,25.1,22,Inconsistent Typist
2827,86.0,94.5,8.7,9,379,14.2,20,Fast Typist
2828,81.6,74.9,28.4,19,847,7.1,10,Inconsistent Typist
2829,34.0,98.0,3.0,11,1005,21.6,13,Careful Typist
2830,97.7,93.9,8.0,8,201,10.2,16,Fast Typist
2831,73.6,85.1,16.0,18,211,15.0,18,Balanced Typist
2832,76.0,87.1,21.5,10,727,10.2,13,Inconsistent Typist
2833,43.7,97.4,3.1,15,928,5.0,4,Careful Typist
2834,68.2,85.8,17.1,33,670,27.9,31,Inconsistent Typist
2835,73.6,96.8,3.9,10,741,12.3,14,Careful Typist
2836,104.3,95.9,3.6,8,197,7.1,13,Fast Typist
2837,98.4,92.2,11.3,0,318,22.9,36,Fast Typist
2838,112.9,94.8,7.6,4,196,21.9,38,Fast Typist
2839,101.4,93.5,8.2,13,172,20.0,32,Fast Typist
2840,73.0,91.5,12.4,21,314,20.8,23,Balanced Typist
2841,64.6,97.1,4.0,6,893,9.5,11,Careful Typist
2842,20.0,92.8,17.1,29,619,31.6,11,Inconsistent Typist
2843,53.9,98.3,2.0,11,835,24.1,21,Careful Typist
2844,86.6,92.4,8.9,17,354,19.4,30,Balanced Typist
2845,70.7,81.9,28.7,56,471,28.4,34,Inconsistent Typist
2846,44.1,98.2,2.1,6,1100,15.8,12,Careful Typist
2847,75.1,89.4,15.6,12,537,4.0,5,Balanced Typist
2848,49.2,96.2,4.1,10,736,12.5,11,Careful Typist
2849,115.0,94.6,7.1,1,172,20.0,38,Fast Typist
2850,80.6,75.6,30.0,50,528,2.0,3,Inconsistent Typist
2851,56.3,96.4,5.0,19,573,26.1,24,Careful Typist
2852,106.6,94.6,6.7,12,287,26.1,44,Fast Typist
2853,107.0,97.9,4.5,1,240,29.1,54,Fast Typist
2854,102.9,97.7,4.3,12,199,25.2,43,Fast Typist
2855,56.2,96.5,4.1,15,1229,18.3,18,Careful Typist
2856,70.4,94.9,8.0,14,415,21.8,27,Balanced Typist
2857,47.5,83.9,21.0,33,1030,2.0,2,Inconsistent Typist
2858,66.5,91.1,10.7,12,417,20.4,24,Balanced Typist
2859,68.0,87.8,14.9,12,379,27.6,30,Balanced Typist
2860,77.4,92.7,9.5,14,657,34.1,41,Balanced Typist
2861,55.3,96.8,3.2,13,520,34.5,32,Careful Typist
2862,56.7,88.5,18.8,35,535,27.0,25,Inconsistent Typist
2863,80.7,81.2,26.4,33,788,16.2,22,Inconsistent Typist
2864,60.3,97.0,4.0,9,1153,22.1,21,Careful Typist
2865,55.8,75.7,29.6,27,611,29.2,27,Inconsistent Typist
2866,62.2,99.2,2.0,6,844,18.8,21,Careful Typist
2867,104.2,88.3,16.6,0,1052,2.0,3,Inconsistent Typist
2868,33.6,82.6,22.4,17,723,2.0,1,Inconsistent Typist
2869,59.8,92.5,10.2,16,629,12.6,12,Balanced Typist
2870,73.0,88.0,16.0,16,538,7.4,9,Balanced Typist
2871,35.3,96.9,3.1,13,619,33.3,21,Careful Typist
2872,64.8,95.3,10.1,17,471,28.0,32,Balanced Typist
2873,100.8,96.3,6.8,15,231,9.5,15,Fast Typist
2874,83.4,94.1,7.9,18,496,16.3,24,Balanced Typist
2875,46.8,97.8,3.4,7,1153,25.2,19,Careful Typist
2876,64.7,92.8,9.9,20,137,5.1,6,Balanced Typist
2877,72.4,90.5,9.7,16,120,16.0,20,Balanced Typist
2878,101.2,78.7,25.1,23,583,23.8,39,Inconsistent Typist
2879,112.0,93.9,8.3,12,292,23.0,41,Fast Typist
2880,64.1,97.2,5.6,9,1171,12.0,13,Careful Typist
2881,77.6,92.9,8.7,20,257,31.3,37,Balanced Typist
2882,51.1,82.6,21.5,62,355,13.0,12,Inconsistent Typist
2883,66.4,94.5,8.7,17,574,28.0,33,Balanced Typist
2884,72.9,93.0,9.2,23,524,21.0,25,Balanced Typist
2885,78.0,96.6,3.5,12,1124,35.8,43,Careful Typist
2886,105.5,89.7,11.2,5,286,14.8,24,Fast Typist
2887,103.7,97.3,3.5,11,186,14.3,23,Fast Typist
2888,81.4,95.4,7.0,27,425,35.6,51,Balanced Typist
2889,71.0,90.2,13.7,9,448,33.1,36,Balanced Typist
2890,61.1,85.6,20.4,8,726,10.9,12,Inconsistent Typist
2891,90.7,81.3,29.3,10,817,42.7,67,Inconsistent Typist
2892,83.0,91.7,9.3,17,630,24.4,33,Balanced Typist
2893,96.9,86.0,17.6,29,368,24.9,42,Inconsistent Typist
2894,67.2,89.3,14.2,13,279,11.4,14,Balanced Typist
2895,56.9,96.8,5.2,8,840,20.9,19,Careful Typist
2896,71.0,91.1,9.4,9,306,12.1,14,Balanced Typist
2897,45.9,98.0,1.5,7,1224,5.0,4,Careful Typist
2898,97.7,91.5,10.7,5,210,28.2,47,Fast Typist
2899,59.7,91.2,12.2,13,263,23.0,22,Balanced Typist
2900,59.3,88.4,13.4,12,449,17.1,16,Balanced Typist
2901,75.0,89.5,21.6,2,659,22.7,30,Inconsistent Typist
2902,114.3,95.1,4.3,5,149,11.2,22,Fast Typist
2903,60.2,99.2,1.5,8,1178,15.1,14,Careful Typist
2904,76.4,91.8,11.2,23,319,13.5,18,Balanced Typist
2905,73.6,95.3,7.3,23,516,13.9,16,Balanced Typist
2906,68.0,88.1,15.1,24,376,12.9,15,Balanced Typist
2907,99.0,92.5,8.7,20,248,22.4,35,Fast Typist
2908,105.0,93.9,9.3,7,285,7.5,12,Fast Typist
2909,108.8,94.1,6.8,5,233,14.3,24,Fast Typist
2910,98.1,94.0,9.2,6,308,19.3,29,Fast Typist
2911,90.6,94.0,7.4,8,313,24.1,38,Fast Typist
2912,110.6,92.0,7.6,13,322,20.6,36,Fast Typist
2913,103.9,95.0,6.8,11,174,24.9,44,Fast Typist
2914,56.9,90.3,12.1,37,798,22.4,20,Inconsistent Typist
2915,89.9,90.2,13.2,18,546,7.0,11,Balanced Typist
2916,82.6,93.8,8.3,21,419,26.3,37,Balanced Typist
2917,66.6,89.7,17.4,16,796,24.0,27,Inconsistent Typist
2918,55.3,91.2,12.4,48,516,4.5,4,Inconsistent Typist
2919,56.4,82.7,24.8,15,322,14.9,13,Inconsistent Typist
2920,55.4,95.2,4.8,10,805,20.6,18,Careful Typist
2921,66.3,91.9,10.6,16,592,24.4,26,Balanced Typist
2922,103.8,92.1,9.7,1,315,18.4,31,Fast Typist
2923,62.4,99.3,1.4,14,745,13.7,14,Careful Typist
2924,99.4,92.6,7.6,9,202,16.5,29,Fast Typist
2925,53.5,98.5,2.6,16,1053,29.7,28,Careful Typist
2926,101.5,94.2,8.8,10,143,7.1,12,Fast Typist
2927,76.3,91.5,9.9,12,368,28.3,34,Balanced Typist
2928,68.7,92.6,11.5,14,182,17.2,19,Balanced Typist
2929,103.4,76.0,30.0,55,642,15.6,26,Inconsistent Typist
2930,77.6,95.0,8.1,14,449,19.2,25,Balanced Typist
2931,109.6,91.5,18.4,34,502,8.8,16,Inconsistent Typist
2932,108.3,94.5,6.4,5,196,15.9,31,Fast Typist
2933,89.4,89.4,15.0,20,212,24.1,36,Balanced Typist
2934,72.0,91.7,16.3,18,481,28.0,36,Inconsistent Typist
2935,99.4,95.4,5.5,6,171,17.1,27,Fast Typist
2936,44.6,92.3,16.1,35,809,30.3,21,Inconsistent Typist
2937,42.7,99.5,1.9,15,677,24.4,18,Careful Typist
2938,88.0,94.8,7.1,13,66,11.7,18,Fast Typist
2939,94.6,92.9,8.9,4,127,29.6,47,Fast Typist
2940,70.4,89.7,12.5,24,540,23.2,26,Balanced Typist
2941,75.8,91.9,9.1,16,190,27.2,37,Balanced Typist
2942,65.2,93.1,9.5,13,521,26.9,29,Balanced Typist
2943,65.6,92.5,10.1,21,236,26.7,30,Balanced Typist
2944,68.6,97.6,2.4,8,1198,24.0,28,Careful Typist
2945,47.0,99.8,1.2,19,856,15.3,11,Careful Typist
2946,66.4,91.8,11.6,15,387,25.4,26,Balanced Typist
2947,97.6,92.4,9.0,10,147,32.5,52,Fast Typist
2948,94.2,95.5,5.5,4,195,4.8,7,Fast Typist
2949,77.9,88.4,14.6,15,430,10.9,13,Balanced Typist
2950,59.9,98.4,2.2,10,939,27.3,27,Careful Typist
2951,72.3,95.4,7.7,15,647,34.1,38,Balanced Typist
2952,78.7,96.5,4.3,14,545,25.6,33,Balanced Typist
2953,54.4,94.9,6.2,13,1244,7.4,6,Careful Typist
2954,71.6,86.4,13.6,29,557,24.0,30,Balanced Typist
2955,101.2,73.3,30.0,24,737,21.1,38,Inconsistent Typist
2956,120.0,95.0,5.5,0,90,22.3,47,Fast Typist
2957,82.9,91.2,8.4,20,277,4.0,6,Balanced Typist
2958,69.2,92.8,11.6,8,503,4.0,5,Balanced Typist
2959,96.1,94.0,6.1,26,120,29.6,47,Balanced Typist
2960,69.6,88.9,13.7,14,296,14.1,17,Balanced Typist
2961,103.9,94.8,5.2,0,257,14.8,25,Fast Typist
2962,85.2,73.2,30.0,46,908,24.4,35,Inconsistent Typist
2963,34.8,96.8,3.0,18,695,44.3,27,Careful Typist
2964,74.1,87.1,14.2,13,432,15.5,19,Balanced Typist
2965,69.0,89.0,14.4,15,451,25.4,30,Balanced Typist
2966,52.3,98.9,2.1,9,1281,22.0,20,Careful Typist
2967,97.2,95.7,5.8,5,171,14.6,24,Fast Typist
2968,89.5,90.0,15.9,24,1248,15.3,22,Inconsistent Typist
2969,59.9,92.4,9.7,16,530,20.1,21,Balanced Typist
2970,60.7,91.8,13.7,33,544,29.9,31,Inconsistent Typist
2971,86.6,95.5,7.3,6,359,14.7,22,Fast Typist
2972,111.6,91.2,10.4,14,50,11.4,22,Fast Typist
2973,57.5,94.2,7.1,12,726,18.4,18,Careful Typist
2974,112.6,98.5,3.6,9,202,13.1,25,Fast Typist
2975,58.8,92.7,8.0,20,208,7.1,7,Balanced Typist
2976,91.4,94.7,7.5,16,474,17.6,25,Balanced Typist
2977,99.3,96.3,4.5,11,267,34.3,54,Fast Typist
2978,65.0,91.1,11.6,16,317,14.5,15,Balanced Typist
2979,43.3,96.8,4.0,17,590,15.2,11,Careful Typist
2980,42.9,89.0,17.0,41,1054,10.1,8,Inconsistent Typist
2981,51.5,96.8,3.2,17,1303,30.8,25,Careful Typist
2982,46.3,96.8,4.3,12,887,40.5,30,Careful Typist
2983,113.4,92.9,9.0,12,186,13.0,26,Fast Typist
2984,52.9,96.4,3.8,12,877,29.1,25,Careful Typist
2985,74.2,90.9,8.6,25,480,27.8,34,Balanced Typist
2986,70.6,83.2,19.6,34,371,24.0,28,Inconsistent Typist
2987,59.8,98.4,1.8,11,704,29.6,30,Careful Typist
2988,109.0,92.8,9.8,7,50,17.8,30,Fast Typist
2989,66.9,90.9,11.6,9,383,41.4,48,Balanced Typist
2990,101.8,90.5,8.7,4,208,8.0,14,Fast Typist
2991,114.1,93.6,7.2,9,351,11.5,21,Fast Typist
2992,80.0,90.4,13.7,13,536,23.7,29,Balanced Typist
2993,74.0,90.6,10.0,14,404,18.5,23,Balanced Typist
2994,97.7,97.8,4.2,6,272,5.5,9,Fast Typist
2995,42.0,96.5,3.1,9,1191,20.1,13,Careful Typist
2996,72.0,91.8,8.1,20,372,20.2,26,Balanced Typist
2997,60.3,99.4,2.0,12,865,37.5,37,Careful Typist
2998,103.9,94.1,6.4,8,377,18.2,31,Fast Typist
2999,67.1,91.2,13.1,23,741,7.6,9,Inconsistent Typist
3000,83.5,96.1,7.7,6,308,13.9,20,Fast Typist
3001,41.4,96.3,13.1,44,758,2.0,1,Inconsistent Typist
3002,55.6,97.3,1.7,12,1125,28.7,28,Careful Typist
3003,25.1,80.8,27.4,51,408,26.7,11,Inconsistent Typist
3004,48.1,85.5,17.9,33,163,8.5,7,Inconsistent Typist
3005,63.6,96.2,4.8,12,678,20.7,21,Careful Typist
3006,60.8,90.8,11.0,33,843,19.5,19,Inconsistent Typist
3007,82.9,93.7,7.2,10,199,20.9,28,Fast Typist
3008,70.1,89.8,15.8,14,516,14.7,17,Balanced Typist
3009,91.1,96.5,2.2,1,144,8.0,12,Fast Typist
3010,93.5,98.0,5.6,8,93,8.6,14,Fast Typist
3011,91.0,96.5,6.7,15,432,28.6,43,Balanced Typist
3012,106.2,94.3,5.8,11,112,31.9,53,Fast Typist
3013,64.6,90.4,12.7,22,339,20.8,23,Balanced Typist
3014,61.9,92.1,11.2,16,217,14.9,15,Balanced Typist
3015,40.0,96.9,4.4,6,815,25.7,17,Careful Typist
3016,111.9,96.5,3.8,9,130,7.6,15,Fast Typist
3017,104.2,92.7,7.8,7,55,18.0,31,Fast Typist
3018,70.9,90.8,11.7,19,378,40.4,45,Balanced Typist
3019,49.0,99.1,1.4,12,836,32.7,28,Careful Typist
3020,99.8,95.4,10.9,48,338,16.6,27,Inconsistent Typist
3021,112.0,95.4,7.7,1,159,9.9,17,Fast Typist
3022,77.7,89.3,13.0,23,373,4.8,6,Balanced Typist
3023,65.3,94.5,11.4,44,644,2.0,2,Inconsistent Typist
3024,59.8,94.9,6.1,12,641,18.9,18,Balanced Typist
3025,106.2,96.9,4.3,1,321,23.2,40,Fast Typist
3026,65.5,94.3,10.0,21,264,12.1,13,Balanced Typist
3027,67.6,94.5,6.3,9,468,20.4,21,Balanced Typist
3028,89.2,79.0,27.9,13,700,9.9,14,Inconsistent Typist
3029,108.5,91.2,9.6,15,384,10.0,18,Fast Typist
3030,62.4,83.7,21.5,33,377,5.0,5,Inconsistent Typist
3031,81.5,89.1,12.4,12,705,36.3,49,Balanced Typist
3032,67.1,91.4,9.9,22,367,20.8,23,Balanced Typist
3033,85.5,94.2,8.6,3,137,6.8,10,Fast Typist
3034,107.1,94.9,5.6,8,250,31.2,51,Fast Typist
3035,97.5,94.9,4.7,9,179,8.0,13,Fast Typist
3036,49.2,81.6,28.6,48,981,22.0,18,Inconsistent Typist
3037,41.8,98.2,2.4,12,552,13.1,9,Careful Typist
3038,95.2,93.8,5.7,6,222,5.2,8,Fast Typist
3039,79.6,91.9,9.9,10,646,15.7,22,Balanced Typist
3040,61.4,90.4,11.7,19,419,13.9,14,Balanced Typist
3041,106.6,96.7,5.5,13,410,13.7,25,Fast Typist
3042,100.1,92.3,8.6,5,311,22.9,36,Fast Typist
3043,105.3,92.4,9.8,4,200,14.9,27,Fast Typist
3044,113.1,94.3,7.1,11,149,17.1,34,Fast Typist
3045,72.7,85.1,21.7,31,766,2.0,2,Inconsistent Typist
3046,119.7,94.1,6.7,16,229,16.5,33,Fast Typist
3047,42.9,70.8,30.0,35,667,2.0,1,Inconsistent Typist
3048,22.1,78.8,25.5,15,1065,21.9,9,Inconsistent Typist
3049,34.6,96.0,5.2,15,1500,36.2,22,Careful Typist
3050,83.3,90.4,12.8,13,370,19.9,29,Balanced Typist
3051,96.0,91.9,12.6,56,256,2.0,3,Inconsistent Typist
